1048576	1	0.450965
1048576	1	0.432646
1048576	1	0.413721
1048576	1	0.338329
1048576	1	0.382173
1048576	1	0.381666
1048576	1	0.370583
1048576	1	0.366521
1048576	1	0.333381
1048576	1	0.356119
1048576	1	0.355424
1048576	1	0.364761
1048576	1	0.390014
1048576	1	0.371035
1048576	1	0.371324
1048576	1	0.36391
1048576	1	0.354575
1048576	1	0.369141
1048576	1	0.335808
1048576	1	0.347311
1048576	2	0.186119
1048576	2	0.185223
1048576	2	0.169204
1048576	2	0.176845
1048576	2	0.172608
1048576	2	0.167972
1048576	2	0.174887
1048576	2	0.15866
1048576	2	0.164783
1048576	2	0.182071
1048576	2	0.17687
1048576	2	0.173634
1048576	2	0.168974
1048576	2	0.174769
1048576	2	0.172431
1048576	2	0.153712
1048576	2	0.173065
1048576	2	0.171771
1048576	2	0.161918
1048576	2	0.178341
1048576	3	0.170585
1048576	3	0.158282
1048576	3	0.174483
1048576	3	0.171714
1048576	3	0.169132
1048576	3	0.174458
1048576	3	0.17368
1048576	3	0.175235
1048576	3	0.175322
1048576	3	0.171198
1048576	3	0.16771
1048576	3	0.174049
1048576	3	0.167363
1048576	3	0.175715
1048576	3	0.164977
1048576	3	0.164754
1048576	3	0.166761
1048576	3	0.17253
1048576	3	0.159191
1048576	3	0.169446
1048576	4	0.178248
1048576	4	0.165322
1048576	4	0.171613
1048576	4	0.165115
1048576	4	0.170206
1048576	4	0.16775
1048576	4	0.159964
1048576	4	0.174041
1048576	4	0.171244
1048576	4	0.175255
1048576	4	0.169437
1048576	4	0.167305
1048576	4	0.176419
1048576	4	0.165158
1048576	4	0.168122
1048576	4	0.155938
1048576	4	0.165989
1048576	4	0.173137
1048576	4	0.171278
1048576	4	0.167609
1048576	5	0.171406
1048576	5	0.172066
1048576	5	0.176078
1048576	5	0.165882
1048576	5	0.166
1048576	5	0.169365
1048576	5	0.168657
1048576	5	0.176118
1048576	5	0.164353
1048576	5	0.157061
1048576	5	0.170616
1048576	5	0.172357
1048576	5	0.163472
1048576	5	0.172818
1048576	5	0.172808
1048576	5	0.148629
1048576	5	0.167323
1048576	5	0.168834
1048576	5	0.181223
1048576	5	0.17175
1048576	6	0.165618
1048576	6	0.169204
1048576	6	0.163779
1048576	6	0.172444
1048576	6	0.165101
1048576	6	0.163296
1048576	6	0.165739
1048576	6	0.170545
1048576	6	0.169739
1048576	6	0.175873
1048576	6	0.16345
1048576	6	0.175325
1048576	6	0.161805
1048576	6	0.169264
1048576	6	0.166726
1048576	6	0.165874
1048576	6	0.145211
1048576	6	0.1742
1048576	6	0.149852
1048576	6	0.163482
1048576	7	0.157232
1048576	7	0.158338
1048576	7	0.172989
1048576	7	0.168215
1048576	7	0.176829
1048576	7	0.161952
1048576	7	0.159221
1048576	7	0.164442
1048576	7	0.169469
1048576	7	0.17365
1048576	7	0.159138
1048576	7	0.170889
1048576	7	0.166564
1048576	7	0.16087
1048576	7	0.154411
1048576	7	0.163105
1048576	7	0.162559
1048576	7	0.159082
1048576	7	0.169291
1048576	7	0.1619
1048576	8	0.177565
1048576	8	0.155903
1048576	8	0.155922
1048576	8	0.158219
1048576	8	0.157261
1048576	8	0.15982
1048576	8	0.152553
1048576	8	0.159306
1048576	8	0.154902
1048576	8	0.152839
1048576	8	0.147643
1048576	8	0.157091
1048576	8	0.153292
1048576	8	0.153276
1048576	8	0.155615
1048576	8	0.159622
1048576	8	0.148602
1048576	8	0.157538
1048576	8	0.155318
1048576	8	0.156078
1048576	1	0.31346
1048576	1	0.336223
1048576	1	0.312331
1048576	1	0.318568
1048576	1	0.302269
1048576	1	0.322225
1048576	1	0.346641
1048576	1	0.317494
1048576	1	0.320832
1048576	1	0.326463
1048576	1	0.314284
1048576	1	0.322149
1048576	1	0.31786
1048576	1	0.311147
1048576	1	0.305762
1048576	1	0.305396
1048576	1	0.294054
1048576	1	0.285229
1048576	1	0.293361
1048576	1	0.290219
1048576	1	0.29373
1048576	1	0.299533
1048576	1	0.299216
1048576	1	0.309525
1048576	1	0.298493
1048576	1	0.30228
1048576	1	0.298501
1048576	1	0.298135
1048576	1	0.323178
1048576	1	0.297882
1048576	1	0.297315
1048576	1	0.302423
1048576	1	0.299901
1048576	1	0.304642
1048576	1	0.310563
1048576	1	0.301198
1048576	1	0.297377
1048576	1	0.296958
1048576	1	0.299119
1048576	1	0.293764
1048576	1	0.304902
1048576	1	0.307995
1048576	1	0.295524
1048576	1	0.292345
1048576	1	0.291243
1048576	1	0.306115
1048576	1	0.30216
1048576	1	0.295537
1048576	1	0.308063
1048576	1	0.306116
2097152	1	0.927598
2097152	1	0.854004
2097152	1	0.860099
2097152	1	0.847746
2097152	1	0.850379
2097152	1	0.858849
2097152	1	0.824314
2097152	1	0.815706
